destination,origin,visitor_home_aggregation,end
Bronx,Bronx,25657,2019-04-22
Bronx,Brooklyn,2028,2019-04-22
Bronx,Manhattan,2820,2019-04-22
Bronx,Queens,2133,2019-04-22
Bronx,Staten Island,247,2019-04-22
Brooklyn,Bronx,1967,2019-04-22
Brooklyn,Brooklyn,32960,2019-04-22
Brooklyn,Manhattan,1550,2019-04-22
Brooklyn,Queens,4895,2019-04-22
Brooklyn,Staten Island,1437,2019-04-22
Manhattan,Bronx,91343,2019-04-22
Manhattan,Brooklyn,114347,2019-04-22
Manhattan,Manhattan,269417,2019-04-22
Manhattan,Queens,107636,2019-04-22
Manhattan,Staten Island,17993,2019-04-22
Queens,Bronx,618,2019-04-22
Queens,Brooklyn,2268,2019-04-22
Queens,Manhattan,562,2019-04-22
Queens,Queens,20486,2019-04-22
Queens,Staten Island,172,2019-04-22
Staten Island,Bronx,106,2019-04-22
Staten Island,Brooklyn,931,2019-04-22
Staten Island,Manhattan,177,2019-04-22
Staten Island,Queens,248,2019-04-22
Staten Island,Staten Island,19516,2019-04-22
