destination,origin,visitor_home_aggregation,end
Bronx,Bronx,19011,2021-03-29
Bronx,Brooklyn,1697,2021-03-29
Bronx,Manhattan,2512,2021-03-29
Bronx,Queens,1980,2021-03-29
Bronx,Staten Island,271,2021-03-29
Brooklyn,Bronx,1692,2021-03-29
Brooklyn,Brooklyn,24978,2021-03-29
Brooklyn,Manhattan,935,2021-03-29
Brooklyn,Queens,3346,2021-03-29
Brooklyn,Staten Island,1530,2021-03-29
Manhattan,Bronx,27625,2021-03-29
Manhattan,Brooklyn,35134,2021-03-29
Manhattan,Manhattan,89679,2021-03-29
Manhattan,Queens,40352,2021-03-29
Manhattan,Staten Island,7422,2021-03-29
Queens,Bronx,265,2021-03-29
Queens,Brooklyn,1342,2021-03-29
Queens,Manhattan,243,2021-03-29
Queens,Queens,15473,2021-03-29
Queens,Staten Island,101,2021-03-29
Staten Island,Bronx,44,2021-03-29
Staten Island,Brooklyn,729,2021-03-29
Staten Island,Manhattan,78,2021-03-29
Staten Island,Queens,181,2021-03-29
Staten Island,Staten Island,20243,2021-03-29
