destination,origin,visitor_home_aggregation,end
Bronx,Bronx,18627,2020-05-11
Bronx,Brooklyn,2775,2020-05-11
Bronx,Manhattan,2139,2020-05-11
Bronx,Queens,1769,2020-05-11
Bronx,Staten Island,245,2020-05-11
Brooklyn,Bronx,1453,2020-05-11
Brooklyn,Brooklyn,20493,2020-05-11
Brooklyn,Manhattan,882,2020-05-11
Brooklyn,Queens,2534,2020-05-11
Brooklyn,Staten Island,958,2020-05-11
Manhattan,Bronx,26647,2020-05-11
Manhattan,Brooklyn,20605,2020-05-11
Manhattan,Manhattan,69049,2020-05-11
Manhattan,Queens,21381,2020-05-11
Manhattan,Staten Island,4004,2020-05-11
Queens,Bronx,219,2020-05-11
Queens,Brooklyn,927,2020-05-11
Queens,Manhattan,304,2020-05-11
Queens,Queens,12346,2020-05-11
Queens,Staten Island,68,2020-05-11
Staten Island,Bronx,65,2020-05-11
Staten Island,Brooklyn,453,2020-05-11
Staten Island,Manhattan,64,2020-05-11
Staten Island,Queens,165,2020-05-11
Staten Island,Staten Island,12502,2020-05-11
