destination,origin,visitor_home_aggregation,end
Bronx,Bronx,11381,2020-04-27
Bronx,Brooklyn,1341,2020-04-27
Bronx,Manhattan,1572,2020-04-27
Bronx,Queens,963,2020-04-27
Bronx,Staten Island,126,2020-04-27
Brooklyn,Bronx,515,2020-04-27
Brooklyn,Brooklyn,12643,2020-04-27
Brooklyn,Manhattan,615,2020-04-27
Brooklyn,Queens,1466,2020-04-27
Brooklyn,Staten Island,548,2020-04-27
Manhattan,Bronx,19527,2020-04-27
Manhattan,Brooklyn,15774,2020-04-27
Manhattan,Manhattan,47920,2020-04-27
Manhattan,Queens,14998,2020-04-27
Manhattan,Staten Island,2890,2020-04-27
Queens,Bronx,218,2020-04-27
Queens,Brooklyn,758,2020-04-27
Queens,Manhattan,314,2020-04-27
Queens,Queens,7328,2020-04-27
Queens,Staten Island,70,2020-04-27
Staten Island,Bronx,40,2020-04-27
Staten Island,Brooklyn,386,2020-04-27
Staten Island,Manhattan,53,2020-04-27
Staten Island,Queens,94,2020-04-27
Staten Island,Staten Island,8172,2020-04-27
