destination,origin,visitor_home_aggregation,end
Bronx,Bronx,35241,2020-02-03
Bronx,Brooklyn,1867,2020-02-03
Bronx,Manhattan,2895,2020-02-03
Bronx,Queens,1964,2020-02-03
Bronx,Staten Island,202,2020-02-03
Brooklyn,Bronx,1457,2020-02-03
Brooklyn,Brooklyn,40246,2020-02-03
Brooklyn,Manhattan,1812,2020-02-03
Brooklyn,Queens,5258,2020-02-03
Brooklyn,Staten Island,1735,2020-02-03
Manhattan,Bronx,96590,2020-02-03
Manhattan,Brooklyn,114266,2020-02-03
Manhattan,Manhattan,306169,2020-02-03
Manhattan,Queens,114114,2020-02-03
Manhattan,Staten Island,21371,2020-02-03
Queens,Bronx,803,2020-02-03
Queens,Brooklyn,2306,2020-02-03
Queens,Manhattan,577,2020-02-03
Queens,Queens,25063,2020-02-03
Queens,Staten Island,172,2020-02-03
Staten Island,Bronx,130,2020-02-03
Staten Island,Brooklyn,978,2020-02-03
Staten Island,Manhattan,204,2020-02-03
Staten Island,Queens,296,2020-02-03
Staten Island,Staten Island,23821,2020-02-03
