destination,origin,visitor_home_aggregation,end
Bronx,Bronx,46153,2019-05-06
Bronx,Brooklyn,8466,2019-05-06
Bronx,Manhattan,5590,2019-05-06
Bronx,Queens,4836,2019-05-06
Bronx,Staten Island,533,2019-05-06
Brooklyn,Bronx,3417,2019-05-06
Brooklyn,Brooklyn,44713,2019-05-06
Brooklyn,Manhattan,2223,2019-05-06
Brooklyn,Queens,6466,2019-05-06
Brooklyn,Staten Island,1817,2019-05-06
Manhattan,Bronx,111180,2019-05-06
Manhattan,Brooklyn,136573,2019-05-06
Manhattan,Manhattan,374534,2019-05-06
Manhattan,Queens,126105,2019-05-06
Manhattan,Staten Island,21056,2019-05-06
Queens,Bronx,769,2019-05-06
Queens,Brooklyn,2809,2019-05-06
Queens,Manhattan,694,2019-05-06
Queens,Queens,27199,2019-05-06
Queens,Staten Island,176,2019-05-06
Staten Island,Bronx,186,2019-05-06
Staten Island,Brooklyn,1088,2019-05-06
Staten Island,Manhattan,185,2019-05-06
Staten Island,Queens,247,2019-05-06
Staten Island,Staten Island,23407,2019-05-06
