destination,origin,visitor_home_aggregation,end
Bronx,Bronx,19419,2021-01-04
Bronx,Brooklyn,2369,2021-01-04
Bronx,Manhattan,2591,2021-01-04
Bronx,Queens,2764,2021-01-04
Bronx,Staten Island,445,2021-01-04
Brooklyn,Bronx,2641,2021-01-04
Brooklyn,Brooklyn,21653,2021-01-04
Brooklyn,Manhattan,974,2021-01-04
Brooklyn,Queens,2665,2021-01-04
Brooklyn,Staten Island,1060,2021-01-04
Manhattan,Bronx,23666,2021-01-04
Manhattan,Brooklyn,27984,2021-01-04
Manhattan,Manhattan,80819,2021-01-04
Manhattan,Queens,32526,2021-01-04
Manhattan,Staten Island,6178,2021-01-04
Queens,Bronx,193,2021-01-04
Queens,Brooklyn,939,2021-01-04
Queens,Manhattan,268,2021-01-04
Queens,Queens,12785,2021-01-04
Queens,Staten Island,56,2021-01-04
Staten Island,Bronx,107,2021-01-04
Staten Island,Brooklyn,643,2021-01-04
Staten Island,Manhattan,66,2021-01-04
Staten Island,Queens,115,2021-01-04
Staten Island,Staten Island,16090,2021-01-04
