destination,origin,visitor_home_aggregation,end
Bronx,Bronx,19320,2021-04-19
Bronx,Brooklyn,6243,2021-04-19
Bronx,Manhattan,3466,2021-04-19
Bronx,Queens,2641,2021-04-19
Bronx,Staten Island,435,2021-04-19
Brooklyn,Bronx,1026,2021-04-19
Brooklyn,Brooklyn,25371,2021-04-19
Brooklyn,Manhattan,1304,2021-04-19
Brooklyn,Queens,2976,2021-04-19
Brooklyn,Staten Island,1318,2021-04-19
Manhattan,Bronx,27693,2021-04-19
Manhattan,Brooklyn,35519,2021-04-19
Manhattan,Manhattan,97321,2021-04-19
Manhattan,Queens,40329,2021-04-19
Manhattan,Staten Island,7913,2021-04-19
Queens,Bronx,218,2021-04-19
Queens,Brooklyn,1231,2021-04-19
Queens,Manhattan,366,2021-04-19
Queens,Queens,16211,2021-04-19
Queens,Staten Island,114,2021-04-19
Staten Island,Bronx,37,2021-04-19
Staten Island,Brooklyn,685,2021-04-19
Staten Island,Manhattan,85,2021-04-19
Staten Island,Queens,133,2021-04-19
Staten Island,Staten Island,21563,2021-04-19
