destination,origin,visitor_home_aggregation,end
Bronx,Bronx,30337,2019-05-27
Bronx,Brooklyn,3887,2019-05-27
Bronx,Manhattan,3597,2019-05-27
Bronx,Queens,2769,2019-05-27
Bronx,Staten Island,290,2019-05-27
Brooklyn,Bronx,2310,2019-05-27
Brooklyn,Brooklyn,39199,2019-05-27
Brooklyn,Manhattan,1830,2019-05-27
Brooklyn,Queens,5512,2019-05-27
Brooklyn,Staten Island,1645,2019-05-27
Manhattan,Bronx,89757,2019-05-27
Manhattan,Brooklyn,113982,2019-05-27
Manhattan,Manhattan,267471,2019-05-27
Manhattan,Queens,106351,2019-05-27
Manhattan,Staten Island,18825,2019-05-27
Queens,Bronx,789,2019-05-27
Queens,Brooklyn,2883,2019-05-27
Queens,Manhattan,750,2019-05-27
Queens,Queens,24170,2019-05-27
Queens,Staten Island,177,2019-05-27
Staten Island,Bronx,143,2019-05-27
Staten Island,Brooklyn,999,2019-05-27
Staten Island,Manhattan,170,2019-05-27
Staten Island,Queens,238,2019-05-27
Staten Island,Staten Island,22912,2019-05-27
