destination,origin,visitor_home_aggregation,end
Bronx,Bronx,11010,2020-04-13
Bronx,Brooklyn,1407,2020-04-13
Bronx,Manhattan,1295,2020-04-13
Bronx,Queens,900,2020-04-13
Bronx,Staten Island,119,2020-04-13
Brooklyn,Bronx,494,2020-04-13
Brooklyn,Brooklyn,12903,2020-04-13
Brooklyn,Manhattan,521,2020-04-13
Brooklyn,Queens,1465,2020-04-13
Brooklyn,Staten Island,603,2020-04-13
Manhattan,Bronx,18805,2020-04-13
Manhattan,Brooklyn,15273,2020-04-13
Manhattan,Manhattan,48807,2020-04-13
Manhattan,Queens,14087,2020-04-13
Manhattan,Staten Island,2938,2020-04-13
Queens,Bronx,214,2020-04-13
Queens,Brooklyn,737,2020-04-13
Queens,Manhattan,249,2020-04-13
Queens,Queens,7455,2020-04-13
Queens,Staten Island,49,2020-04-13
Staten Island,Bronx,40,2020-04-13
Staten Island,Brooklyn,340,2020-04-13
Staten Island,Manhattan,79,2020-04-13
Staten Island,Queens,64,2020-04-13
Staten Island,Staten Island,8654,2020-04-13
