destination,origin,visitor_home_aggregation,end
Bronx,Bronx,19360,2020-11-02
Bronx,Brooklyn,2711,2020-11-02
Bronx,Manhattan,6127,2020-11-02
Bronx,Queens,2613,2020-11-02
Bronx,Staten Island,473,2020-11-02
Brooklyn,Bronx,501,2020-11-02
Brooklyn,Brooklyn,22730,2020-11-02
Brooklyn,Manhattan,2001,2020-11-02
Brooklyn,Queens,2718,2020-11-02
Brooklyn,Staten Island,1192,2020-11-02
Manhattan,Bronx,33955,2020-11-02
Manhattan,Brooklyn,38525,2020-11-02
Manhattan,Manhattan,109772,2020-11-02
Manhattan,Queens,42875,2020-11-02
Manhattan,Staten Island,8424,2020-11-02
Queens,Bronx,358,2020-11-02
Queens,Brooklyn,1487,2020-11-02
Queens,Manhattan,929,2020-11-02
Queens,Queens,14727,2020-11-02
Queens,Staten Island,108,2020-11-02
Staten Island,Bronx,86,2020-11-02
Staten Island,Brooklyn,685,2020-11-02
Staten Island,Manhattan,124,2020-11-02
Staten Island,Queens,130,2020-11-02
Staten Island,Staten Island,19645,2020-11-02
