destination,origin,visitor_home_aggregation,end
Bronx,Bronx,25564,2020-07-27
Bronx,Brooklyn,3544,2020-07-27
Bronx,Manhattan,3352,2020-07-27
Bronx,Queens,3314,2020-07-27
Bronx,Staten Island,615,2020-07-27
Brooklyn,Bronx,729,2020-07-27
Brooklyn,Brooklyn,29019,2020-07-27
Brooklyn,Manhattan,1025,2020-07-27
Brooklyn,Queens,3161,2020-07-27
Brooklyn,Staten Island,1209,2020-07-27
Manhattan,Bronx,39633,2020-07-27
Manhattan,Brooklyn,38989,2020-07-27
Manhattan,Manhattan,106277,2020-07-27
Manhattan,Queens,40491,2020-07-27
Manhattan,Staten Island,7604,2020-07-27
Queens,Bronx,493,2020-07-27
Queens,Brooklyn,2051,2020-07-27
Queens,Manhattan,491,2020-07-27
Queens,Queens,20205,2020-07-27
Queens,Staten Island,151,2020-07-27
Staten Island,Bronx,125,2020-07-27
Staten Island,Brooklyn,928,2020-07-27
Staten Island,Manhattan,135,2020-07-27
Staten Island,Queens,246,2020-07-27
Staten Island,Staten Island,19311,2020-07-27
