destination,origin,visitor_home_aggregation,end
Bronx,Bronx,20958,2021-05-17
Bronx,Brooklyn,3290,2021-05-17
Bronx,Manhattan,3125,2021-05-17
Bronx,Queens,3054,2021-05-17
Bronx,Staten Island,547,2021-05-17
Brooklyn,Bronx,754,2021-05-17
Brooklyn,Brooklyn,29274,2021-05-17
Brooklyn,Manhattan,1107,2021-05-17
Brooklyn,Queens,3355,2021-05-17
Brooklyn,Staten Island,1488,2021-05-17
Manhattan,Bronx,28922,2021-05-17
Manhattan,Brooklyn,38415,2021-05-17
Manhattan,Manhattan,110407,2021-05-17
Manhattan,Queens,42947,2021-05-17
Manhattan,Staten Island,8000,2021-05-17
Queens,Bronx,355,2021-05-17
Queens,Brooklyn,1654,2021-05-17
Queens,Manhattan,500,2021-05-17
Queens,Queens,19522,2021-05-17
Queens,Staten Island,119,2021-05-17
Staten Island,Bronx,52,2021-05-17
Staten Island,Brooklyn,877,2021-05-17
Staten Island,Manhattan,81,2021-05-17
Staten Island,Queens,157,2021-05-17
Staten Island,Staten Island,24109,2021-05-17
