destination,origin,visitor_home_aggregation,end
Bronx,Bronx,34970,2019-03-18
Bronx,Brooklyn,6545,2019-03-18
Bronx,Manhattan,3941,2019-03-18
Bronx,Queens,3683,2019-03-18
Bronx,Staten Island,445,2019-03-18
Brooklyn,Bronx,2366,2019-03-18
Brooklyn,Brooklyn,37255,2019-03-18
Brooklyn,Manhattan,1735,2019-03-18
Brooklyn,Queens,5196,2019-03-18
Brooklyn,Staten Island,1634,2019-03-18
Manhattan,Bronx,95473,2019-03-18
Manhattan,Brooklyn,119173,2019-03-18
Manhattan,Manhattan,282826,2019-03-18
Manhattan,Queens,111795,2019-03-18
Manhattan,Staten Island,19347,2019-03-18
Queens,Bronx,820,2019-03-18
Queens,Brooklyn,2284,2019-03-18
Queens,Manhattan,587,2019-03-18
Queens,Queens,22135,2019-03-18
Queens,Staten Island,127,2019-03-18
Staten Island,Bronx,124,2019-03-18
Staten Island,Brooklyn,946,2019-03-18
Staten Island,Manhattan,157,2019-03-18
Staten Island,Queens,269,2019-03-18
Staten Island,Staten Island,19009,2019-03-18
