destination,origin,visitor_home_aggregation,end
Bronx,Bronx,28922,2019-02-18
Bronx,Brooklyn,4265,2019-02-18
Bronx,Manhattan,2954,2019-02-18
Bronx,Queens,2596,2019-02-18
Bronx,Staten Island,292,2019-02-18
Brooklyn,Bronx,1676,2019-02-18
Brooklyn,Brooklyn,32529,2019-02-18
Brooklyn,Manhattan,1623,2019-02-18
Brooklyn,Queens,5031,2019-02-18
Brooklyn,Staten Island,1678,2019-02-18
Manhattan,Bronx,95451,2019-02-18
Manhattan,Brooklyn,121090,2019-02-18
Manhattan,Manhattan,253578,2019-02-18
Manhattan,Queens,110592,2019-02-18
Manhattan,Staten Island,19033,2019-02-18
Queens,Bronx,624,2019-02-18
Queens,Brooklyn,2057,2019-02-18
Queens,Manhattan,426,2019-02-18
Queens,Queens,18020,2019-02-18
Queens,Staten Island,122,2019-02-18
Staten Island,Bronx,121,2019-02-18
Staten Island,Brooklyn,714,2019-02-18
Staten Island,Manhattan,175,2019-02-18
Staten Island,Queens,140,2019-02-18
Staten Island,Staten Island,16730,2019-02-18
