destination,origin,visitor_home_aggregation,end
Bronx,Bronx,19572,2021-04-26
Bronx,Brooklyn,4094,2021-04-26
Bronx,Manhattan,3122,2021-04-26
Bronx,Queens,3231,2021-04-26
Bronx,Staten Island,615,2021-04-26
Brooklyn,Bronx,669,2021-04-26
Brooklyn,Brooklyn,26144,2021-04-26
Brooklyn,Manhattan,1178,2021-04-26
Brooklyn,Queens,2836,2021-04-26
Brooklyn,Staten Island,1534,2021-04-26
Manhattan,Bronx,27793,2021-04-26
Manhattan,Brooklyn,36664,2021-04-26
Manhattan,Manhattan,98220,2021-04-26
Manhattan,Queens,41220,2021-04-26
Manhattan,Staten Island,7429,2021-04-26
Queens,Bronx,249,2021-04-26
Queens,Brooklyn,1520,2021-04-26
Queens,Manhattan,296,2021-04-26
Queens,Queens,17170,2021-04-26
Queens,Staten Island,90,2021-04-26
Staten Island,Bronx,69,2021-04-26
Staten Island,Brooklyn,719,2021-04-26
Staten Island,Manhattan,60,2021-04-26
Staten Island,Queens,182,2021-04-26
Staten Island,Staten Island,21947,2021-04-26
