destination,origin,visitor_home_aggregation,end
Bronx,Bronx,21184,2020-08-31
Bronx,Brooklyn,3149,2020-08-31
Bronx,Manhattan,3044,2020-08-31
Bronx,Queens,2453,2020-08-31
Bronx,Staten Island,462,2020-08-31
Brooklyn,Bronx,677,2020-08-31
Brooklyn,Brooklyn,26212,2020-08-31
Brooklyn,Manhattan,1198,2020-08-31
Brooklyn,Queens,3041,2020-08-31
Brooklyn,Staten Island,1223,2020-08-31
Manhattan,Bronx,36855,2020-08-31
Manhattan,Brooklyn,37120,2020-08-31
Manhattan,Manhattan,95291,2020-08-31
Manhattan,Queens,40748,2020-08-31
Manhattan,Staten Island,7877,2020-08-31
Queens,Bronx,396,2020-08-31
Queens,Brooklyn,1705,2020-08-31
Queens,Manhattan,495,2020-08-31
Queens,Queens,17407,2020-08-31
Queens,Staten Island,129,2020-08-31
Staten Island,Bronx,114,2020-08-31
Staten Island,Brooklyn,830,2020-08-31
Staten Island,Manhattan,116,2020-08-31
Staten Island,Queens,196,2020-08-31
Staten Island,Staten Island,18584,2020-08-31
