destination,origin,visitor_home_aggregation,end
Bronx,Bronx,20277,2021-01-11
Bronx,Brooklyn,3183,2021-01-11
Bronx,Manhattan,3314,2021-01-11
Bronx,Queens,3001,2021-01-11
Bronx,Staten Island,531,2021-01-11
Brooklyn,Bronx,1371,2021-01-11
Brooklyn,Brooklyn,22124,2021-01-11
Brooklyn,Manhattan,647,2021-01-11
Brooklyn,Queens,2537,2021-01-11
Brooklyn,Staten Island,1070,2021-01-11
Manhattan,Bronx,26429,2021-01-11
Manhattan,Brooklyn,31044,2021-01-11
Manhattan,Manhattan,88761,2021-01-11
Manhattan,Queens,36579,2021-01-11
Manhattan,Staten Island,6817,2021-01-11
Queens,Bronx,340,2021-01-11
Queens,Brooklyn,1462,2021-01-11
Queens,Manhattan,877,2021-01-11
Queens,Queens,12794,2021-01-11
Queens,Staten Island,99,2021-01-11
Staten Island,Bronx,69,2021-01-11
Staten Island,Brooklyn,614,2021-01-11
Staten Island,Manhattan,101,2021-01-11
Staten Island,Queens,134,2021-01-11
Staten Island,Staten Island,16423,2021-01-11
