index,date_of_interest,FIPS,node_key,DEATH_COUNT,DEATH_COUNT_7DAY_AVG,DEATH_DELTA,DEATH_COUNT_PREV_0,DEATH_COUNT_PREV_1,DEATH_COUNT_PREV_2,DEATH_COUNT_PREV_3,DEATH_COUNT_PREV_4,DEATH_COUNT_PREV_5
24,2020-03-04,36085,36085-2020-03-04,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2020-03-05,36005,36005-2020-03-05,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2020-03-05,36047,36047-2020-03-05,0,0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,2020-03-05,36061,36061-2020-03-05,0,0,-0.0,2.0,0.0,0.0,0.0,1.0,0.0
28,2020-03-05,36081,36081-2020-03-05,0,0,-0.0,2.0,1.0,0.0,0.0,0.0,0.0
29,2020-03-05,36085,36085-2020-03-05,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2020-03-06,36005,36005-2020-03-06,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2020-03-06,36047,36047-2020-03-06,0,0,-0.0,3.0,1.0,0.0,0.0,0.0,0.0
32,2020-03-06,36061,36061-2020-03-06,0,0,-0.0,0.0,2.0,0.0,0.0,0.0,1.0
33,2020-03-06,36081,36081-2020-03-06,0,0,-0.0,0.0,2.0,1.0,0.0,0.0,0.0
34,2020-03-06,36085,36085-2020-03-06,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2020-03-07,36005,36005-2020-03-07,0,0,-0.0,2.0,0.0,0.0,0.0,0.0,0.0
35,2020-03-07,36047,36047-2020-03-07,0,0,-0.0,1.0,3.0,1.0,0.0,0.0,0.0
37,2020-03-07,36061,36061-2020-03-07,0,0,-0.0,3.0,0.0,2.0,0.0,0.0,0.0
38,2020-03-07,36081,36081-2020-03-07,0,0,-0.0,1.0,0.0,2.0,1.0,0.0,0.0
39,2020-03-07,36085,36085-2020-03-07,0,0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,2020-03-08,36005,36005-2020-03-08,0,0,-0.0,0.0,2.0,0.0,0.0,0.0,0.0
40,2020-03-08,36047,36047-2020-03-08,0,0,-0.0,2.0,1.0,3.0,1.0,0.0,0.0
42,2020-03-08,36061,36061-2020-03-08,0,0,-0.0,1.0,3.0,0.0,2.0,0.0,0.0
43,2020-03-08,36081,36081-2020-03-08,0,0,-0.0,3.0,1.0,0.0,2.0,1.0,0.0
44,2020-03-08,36085,36085-2020-03-08,0,0,-0.0,1.0,1.0,0.0,0.0,0.0,0.0
46,2020-03-09,36005,36005-2020-03-09,0,0,-0.0,3.0,0.0,2.0,0.0,0.0,0.0
45,2020-03-09,36047,36047-2020-03-09,0,0,-0.0,5.0,2.0,1.0,3.0,1.0,0.0
47,2020-03-09,36061,36061-2020-03-09,0,0,-0.0,6.0,1.0,3.0,0.0,2.0,0.0
48,2020-03-09,36081,36081-2020-03-09,0,0,-0.0,6.0,3.0,1.0,0.0,2.0,1.0
49,2020-03-09,36085,36085-2020-03-09,0,0,-0.0,1.0,1.0,1.0,0.0,0.0,0.0
51,2020-03-10,36005,36005-2020-03-10,0,0,-0.0,4.0,3.0,0.0,2.0,0.0,0.0
50,2020-03-10,36047,36047-2020-03-10,0,0,-0.0,16.0,5.0,2.0,1.0,3.0,1.0
52,2020-03-10,36061,36061-2020-03-10,0,0,-0.0,24.0,6.0,1.0,3.0,0.0,2.0
53,2020-03-10,36081,36081-2020-03-10,0,0,-0.0,10.0,6.0,3.0,1.0,0.0,2.0
54,2020-03-10,36085,36085-2020-03-10,0,0,-0.0,3.0,1.0,1.0,1.0,0.0,0.0
56,2020-03-11,36005,36005-2020-03-11,0,0,-0.0,8.0,4.0,3.0,0.0,2.0,0.0
55,2020-03-11,36047,36047-2020-03-11,0,0,-0.0,11.0,16.0,5.0,2.0,1.0,3.0
57,2020-03-11,36061,36061-2020-03-11,0,0,-0.0,24.0,24.0,6.0,1.0,3.0,0.0
58,2020-03-11,36081,36081-2020-03-11,1,0,-0.0,24.0,10.0,6.0,3.0,1.0,0.0
59,2020-03-11,36085,36085-2020-03-11,0,0,-0.0,2.0,3.0,1.0,1.0,1.0,0.0
61,2020-03-12,36005,36005-2020-03-12,0,0,-0.0,19.0,8.0,4.0,3.0,0.0,2.0
60,2020-03-12,36047,36047-2020-03-12,0,0,-0.0,31.0,11.0,16.0,5.0,2.0,1.0
62,2020-03-12,36061,36061-2020-03-12,0,0,-0.0,62.0,24.0,24.0,6.0,1.0,3.0
63,2020-03-12,36081,36081-2020-03-12,0,0,-0.0,40.0,24.0,10.0,6.0,3.0,1.0
64,2020-03-12,36085,36085-2020-03-12,0,0,-0.0,3.0,2.0,3.0,1.0,1.0,1.0
66,2020-03-13,36005,36005-2020-03-13,0,0,-0.0,29.0,19.0,8.0,4.0,3.0,0.0
65,2020-03-13,36047,36047-2020-03-13,0,0,-0.0,96.0,31.0,11.0,16.0,5.0,2.0
67,2020-03-13,36061,36061-2020-03-13,0,0,-0.0,137.0,62.0,24.0,24.0,6.0,1.0
68,2020-03-13,36081,36081-2020-03-13,0,0,-0.0,80.0,40.0,24.0,10.0,6.0,3.0
69,2020-03-13,36085,36085-2020-03-13,0,0,-0.0,13.0,3.0,2.0,3.0,1.0,1.0
71,2020-03-14,36005,36005-2020-03-14,0,0,-0.0,79.0,29.0,19.0,8.0,4.0,3.0
70,2020-03-14,36047,36047-2020-03-14,1,0,-0.0,166.0,96.0,31.0,11.0,16.0,5.0
72,2020-03-14,36061,36061-2020-03-14,1,0,-0.0,182.0,137.0,62.0,24.0,24.0,6.0
73,2020-03-14,36081,36081-2020-03-14,1,0,-0.0,166.0,80.0,40.0,24.0,10.0,6.0
74,2020-03-14,36085,36085-2020-03-14,0,0,-0.0,26.0,13.0,3.0,2.0,3.0,1.0
76,2020-03-15,36005,36005-2020-03-15,1,0,1.0,86.0,79.0,29.0,19.0,8.0,4.0
75,2020-03-15,36047,36047-2020-03-15,0,0,-0.0,163.0,166.0,96.0,31.0,11.0,16.0
77,2020-03-15,36061,36061-2020-03-15,2,0,-0.0,176.0,182.0,137.0,62.0,24.0,24.0
78,2020-03-15,36081,36081-2020-03-15,1,0,1.0,194.0,166.0,80.0,40.0,24.0,10.0
79,2020-03-15,36085,36085-2020-03-15,0,0,-0.0,23.0,26.0,13.0,3.0,2.0,3.0
81,2020-03-16,36005,36005-2020-03-16,3,1,-0.0,119.0,86.0,79.0,29.0,19.0,8.0
80,2020-03-16,36047,36047-2020-03-16,2,0,1.0,432.0,163.0,166.0,96.0,31.0,11.0
82,2020-03-16,36061,36061-2020-03-16,0,0,-0.0,205.0,176.0,182.0,137.0,62.0,24.0
83,2020-03-16,36081,36081-2020-03-16,4,1,-0.0,231.0,194.0,166.0,80.0,40.0,24.0
84,2020-03-16,36085,36085-2020-03-16,0,0,-0.0,47.0,23.0,26.0,13.0,3.0,2.0
86,2020-03-17,36005,36005-2020-03-17,1,1,-0.0,305.0,119.0,86.0,79.0,29.0,19.0
85,2020-03-17,36047,36047-2020-03-17,7,1,2.0,740.0,432.0,163.0,166.0,96.0,31.0
87,2020-03-17,36061,36061-2020-03-17,0,0,1.0,457.0,205.0,176.0,182.0,137.0,62.0
88,2020-03-17,36081,36081-2020-03-17,3,1,2.0,528.0,231.0,194.0,166.0,80.0,40.0
89,2020-03-17,36085,36085-2020-03-17,1,0,-0.0,91.0,47.0,23.0,26.0,13.0,3.0
91,2020-03-18,36005,36005-2020-03-18,2,1,1.0,343.0,305.0,119.0,86.0,79.0,29.0
90,2020-03-18,36047,36047-2020-03-18,8,3,-0.0,783.0,740.0,432.0,163.0,166.0,96.0
92,2020-03-18,36061,36061-2020-03-18,5,1,1.0,567.0,457.0,205.0,176.0,182.0,137.0
93,2020-03-18,36081,36081-2020-03-18,9,3,-0.0,650.0,528.0,231.0,194.0,166.0,80.0
94,2020-03-18,36085,36085-2020-03-18,0,0,1.0,108.0,91.0,47.0,23.0,26.0,13.0
96,2020-03-19,36005,36005-2020-03-19,7,2,2.0,482.0,343.0,305.0,119.0,86.0,79.0
95,2020-03-19,36047,36047-2020-03-19,6,3,2.0,965.0,783.0,740.0,432.0,163.0,166.0
97,2020-03-19,36061,36061-2020-03-19,4,2,1.0,538.0,567.0,457.0,205.0,176.0,182.0
98,2020-03-19,36081,36081-2020-03-19,6,3,2.0,835.0,650.0,528.0,231.0,194.0,166.0
99,2020-03-19,36085,36085-2020-03-19,4,1,-0.0,150.0,108.0,91.0,47.0,23.0,26.0
101,2020-03-20,36005,36005-2020-03-20,13,4,2.0,623.0,482.0,343.0,305.0,119.0,86.0
100,2020-03-20,36047,36047-2020-03-20,10,5,2.0,1204.0,965.0,783.0,740.0,432.0,163.0
102,2020-03-20,36061,36061-2020-03-20,12,3,1.0,555.0,538.0,567.0,457.0,205.0,176.0
103,2020-03-20,36081,36081-2020-03-20,10,5,2.0,1065.0,835.0,650.0,528.0,231.0,194.0
104,2020-03-20,36085,36085-2020-03-20,4,1,1.0,258.0,150.0,108.0,91.0,47.0,23.0
106,2020-03-21,36005,36005-2020-03-21,14,6,1.0,723.0,623.0,482.0,343.0,305.0,119.0
105,2020-03-21,36047,36047-2020-03-21,14,7,1.0,1136.0,1204.0,965.0,783.0,740.0,432.0
107,2020-03-21,36061,36061-2020-03-21,6,4,1.0,653.0,555.0,538.0,567.0,457.0,205.0
108,2020-03-21,36081,36081-2020-03-21,14,7,2.0,1185.0,1065.0,835.0,650.0,528.0,231.0
109,2020-03-21,36085,36085-2020-03-21,3,2,1.0,310.0,258.0,150.0,108.0,91.0,47.0
111,2020-03-22,36005,36005-2020-03-22,12,7,2.0,491.0,723.0,623.0,482.0,343.0,305.0
110,2020-03-22,36047,36047-2020-03-22,10,8,4.0,554.0,1136.0,1204.0,965.0,783.0,740.0
112,2020-03-22,36061,36061-2020-03-22,9,5,2.0,399.0,653.0,555.0,538.0,567.0,457.0
113,2020-03-22,36081,36081-2020-03-22,14,9,4.0,947.0,1185.0,1065.0,835.0,650.0,528.0
114,2020-03-22,36085,36085-2020-03-22,7,3,1.0,248.0,310.0,258.0,150.0,108.0,91.0
116,2020-03-23,36005,36005-2020-03-23,14,9,2.0,495.0,491.0,723.0,623.0,482.0,343.0
115,2020-03-23,36047,36047-2020-03-23,28,12,3.0,755.0,554.0,1136.0,1204.0,965.0,783.0
117,2020-03-23,36061,36061-2020-03-23,10,7,2.0,317.0,399.0,653.0,555.0,538.0,567.0
118,2020-03-23,36081,36081-2020-03-23,36,13,5.0,696.0,947.0,1185.0,1065.0,835.0,650.0
119,2020-03-23,36085,36085-2020-03-23,8,4,1.0,317.0,248.0,310.0,258.0,150.0,108.0
121,2020-03-24,36005,36005-2020-03-24,14,11,5.0,730.0,495.0,491.0,723.0,623.0,482.0
120,2020-03-24,36047,36047-2020-03-24,28,15,5.0,909.0,755.0,554.0,1136.0,1204.0,965.0
122,2020-03-24,36061,36061-2020-03-24,19,9,3.0,530.0,317.0,399.0,653.0,555.0,538.0
123,2020-03-24,36081,36081-2020-03-24,40,18,4.0,1192.0,696.0,947.0,1185.0,1065.0,835.0
124,2020-03-24,36085,36085-2020-03-24,6,5,-0.0,209.0,317.0,248.0,310.0,258.0,150.0
126,2020-03-25,36005,36005-2020-03-25,35,16,5.0,927.0,730.0,495.0,491.0,723.0,623.0
125,2020-03-25,36047,36047-2020-03-25,44,20,8.0,1212.0,909.0,755.0,554.0,1136.0,1204.0
127,2020-03-25,36061,36061-2020-03-25,24,12,4.0,619.0,530.0,317.0,399.0,653.0,555.0
128,2020-03-25,36081,36081-2020-03-25,36,22,11.0,1389.0,1192.0,696.0,947.0,1185.0,1065.0
129,2020-03-25,36085,36085-2020-03-25,4,5,1.0,350.0,209.0,317.0,248.0,310.0,258.0
131,2020-03-26,36005,36005-2020-03-26,45,21,5.0,1068.0,927.0,730.0,495.0,491.0,723.0
130,2020-03-26,36047,36047-2020-03-26,60,28,11.0,1255.0,1212.0,909.0,755.0,554.0,1136.0
132,2020-03-26,36061,36061-2020-03-26,33,16,5.0,586.0,619.0,530.0,317.0,399.0,653.0
133,2020-03-26,36081,36081-2020-03-26,79,33,9.0,1570.0,1389.0,1192.0,696.0,947.0,1185.0
134,2020-03-26,36085,36085-2020-03-26,12,6,1.0,394.0,350.0,209.0,317.0,248.0,310.0
136,2020-03-27,36005,36005-2020-03-27,47,26,8.0,998.0,1068.0,927.0,730.0,495.0,491.0
135,2020-03-27,36047,36047-2020-03-27,87,39,11.0,1372.0,1255.0,1212.0,909.0,755.0,554.0
137,2020-03-27,36061,36061-2020-03-27,47,21,4.0,625.0,586.0,619.0,530.0,317.0,399.0
138,2020-03-27,36081,36081-2020-03-27,74,42,13.0,1644.0,1570.0,1389.0,1192.0,696.0,947.0
139,2020-03-27,36085,36085-2020-03-27,7,7,1.0,405.0,394.0,350.0,209.0,317.0,248.0
141,2020-03-28,36005,36005-2020-03-28,74,34,8.0,1090.0,998.0,1068.0,927.0,730.0,495.0
140,2020-03-28,36047,36047-2020-03-28,92,50,14.0,1425.0,1372.0,1255.0,1212.0,909.0,755.0
142,2020-03-28,36061,36061-2020-03-28,34,25,5.0,656.0,625.0,586.0,619.0,530.0,317.0
143,2020-03-28,36081,36081-2020-03-28,109,55,15.0,1576.0,1644.0,1570.0,1389.0,1192.0,696.0
144,2020-03-28,36085,36085-2020-03-28,14,8,2.0,372.0,405.0,394.0,350.0,209.0,317.0
146,2020-03-29,36005,36005-2020-03-29,65,42,11.0,761.0,1090.0,998.0,1068.0,927.0,730.0
145,2020-03-29,36047,36047-2020-03-29,110,64,15.0,863.0,1425.0,1372.0,1255.0,1212.0,909.0
147,2020-03-29,36061,36061-2020-03-29,46,30,6.0,388.0,656.0,625.0,586.0,619.0,530.0
148,2020-03-29,36081,36081-2020-03-29,115,70,13.0,1201.0,1576.0,1644.0,1570.0,1389.0,1192.0
149,2020-03-29,36085,36085-2020-03-29,20,10,-0.0,265.0,372.0,405.0,394.0,350.0,209.0
151,2020-03-30,36005,36005-2020-03-30,94,53,15.0,699.0,761.0,1090.0,998.0,1068.0,927.0
150,2020-03-30,36047,36047-2020-03-30,133,79,18.0,1149.0,863.0,1425.0,1372.0,1255.0,1212.0
152,2020-03-30,36061,36061-2020-03-30,52,36,5.0,407.0,388.0,656.0,625.0,586.0,619.0
153,2020-03-30,36081,36081-2020-03-30,125,83,12.0,1075.0,1201.0,1576.0,1644.0,1570.0,1389.0
154,2020-03-30,36085,36085-2020-03-30,10,10,3.0,230.0,265.0,372.0,405.0,394.0,350.0
156,2020-03-31,36005,36005-2020-03-31,117,68,11.0,1315.0,699.0,761.0,1090.0,998.0,1068.0
155,2020-03-31,36047,36047-2020-03-31,156,97,18.0,1754.0,1149.0,863.0,1425.0,1372.0,1255.0
157,2020-03-31,36061,36061-2020-03-31,54,41,8.0,802.0,407.0,388.0,656.0,625.0,586.0
158,2020-03-31,36081,36081-2020-03-31,126,95,21.0,1859.0,1075.0,1201.0,1576.0,1644.0,1570.0
159,2020-03-31,36085,36085-2020-03-31,23,13,2.0,398.0,230.0,265.0,372.0,405.0,394.0
161,2020-04-01,36005,36005-2020-04-01,112,79,14.0,1282.0,1315.0,699.0,761.0,1090.0,998.0
160,2020-04-01,36047,36047-2020-04-01,169,115,23.0,1512.0,1754.0,1149.0,863.0,1425.0,1372.0
162,2020-04-01,36061,36061-2020-04-01,74,49,6.0,616.0,802.0,407.0,388.0,656.0,625.0
163,2020-04-01,36081,36081-2020-04-01,182,116,17.0,1811.0,1859.0,1075.0,1201.0,1576.0,1644.0
164,2020-04-01,36085,36085-2020-04-01,19,15,3.0,237.0,398.0,230.0,265.0,372.0,405.0
166,2020-04-02,36005,36005-2020-04-02,142,93,15.0,1240.0,1282.0,1315.0,699.0,761.0,1090.0
165,2020-04-02,36047,36047-2020-04-02,222,138,18.0,1590.0,1512.0,1754.0,1149.0,863.0,1425.0
167,2020-04-02,36061,36061-2020-04-02,76,55,3.0,573.0,616.0,802.0,407.0,388.0,656.0
168,2020-04-02,36081,36081-2020-04-02,200,133,19.0,1781.0,1811.0,1859.0,1075.0,1201.0,1576.0
169,2020-04-02,36085,36085-2020-04-02,36,18,4.0,264.0,237.0,398.0,230.0,265.0,372.0
171,2020-04-03,36005,36005-2020-04-03,151,108,11.0,1289.0,1240.0,1282.0,1315.0,699.0,761.0
170,2020-04-03,36047,36047-2020-04-03,209,156,20.0,1610.0,1590.0,1512.0,1754.0,1149.0,863.0
172,2020-04-03,36061,36061-2020-04-03,73,58,8.0,652.0,573.0,616.0,802.0,407.0,388.0
173,2020-04-03,36081,36081-2020-04-03,210,152,16.0,1826.0,1781.0,1811.0,1859.0,1075.0,1201.0
174,2020-04-03,36085,36085-2020-04-03,33,22,1.0,369.0,264.0,237.0,398.0,230.0,265.0
176,2020-04-04,36005,36005-2020-04-04,150,119,13.0,1452.0,1289.0,1240.0,1282.0,1315.0,699.0
175,2020-04-04,36047,36047-2020-04-04,233,176,16.0,1440.0,1610.0,1590.0,1512.0,1754.0,1149.0
177,2020-04-04,36061,36061-2020-04-04,89,66,9.0,671.0,652.0,573.0,616.0,802.0,407.0
178,2020-04-04,36081,36081-2020-04-04,220,168,18.0,1762.0,1826.0,1781.0,1811.0,1859.0,1075.0
179,2020-04-04,36085,36085-2020-04-04,23,23,2.0,345.0,369.0,264.0,237.0,398.0,230.0
181,2020-04-05,36005,36005-2020-04-05,158,132,9.0,1012.0,1452.0,1289.0,1240.0,1282.0,1315.0
180,2020-04-05,36047,36047-2020-04-05,224,192,19.0,920.0,1440.0,1610.0,1590.0,1512.0,1754.0
182,2020-04-05,36061,36061-2020-04-05,109,75,7.0,385.0,671.0,652.0,573.0,616.0,802.0
183,2020-04-05,36081,36081-2020-04-05,239,186,20.0,1203.0,1762.0,1826.0,1781.0,1811.0,1859.0
184,2020-04-05,36085,36085-2020-04-05,28,25,3.0,345.0,345.0,369.0,264.0,237.0,398.0
186,2020-04-06,36005,36005-2020-04-06,154,141,6.0,822.0,1012.0,1452.0,1289.0,1240.0,1282.0
185,2020-04-06,36047,36047-2020-04-06,261,211,15.0,1144.0,920.0,1440.0,1610.0,1590.0,1512.0
187,2020-04-06,36061,36061-2020-04-06,102,82,10.0,356.0,385.0,671.0,652.0,573.0,616.0
188,2020-04-06,36081,36081-2020-04-06,267,206,18.0,1136.0,1203.0,1762.0,1826.0,1781.0,1811.0
189,2020-04-06,36085,36085-2020-04-06,32,28,2.0,323.0,345.0,345.0,369.0,264.0,237.0
191,2020-04-07,36005,36005-2020-04-07,161,147,6.0,1514.0,822.0,1012.0,1452.0,1289.0,1240.0
190,2020-04-07,36047,36047-2020-04-07,264,226,12.0,1461.0,1144.0,920.0,1440.0,1610.0,1590.0
192,2020-04-07,36061,36061-2020-04-07,122,92,2.0,721.0,356.0,385.0,671.0,652.0,573.0
193,2020-04-07,36081,36081-2020-04-07,248,224,9.0,1927.0,1136.0,1203.0,1762.0,1826.0,1781.0
194,2020-04-07,36085,36085-2020-04-07,36,30,3.0,730.0,323.0,345.0,345.0,369.0,264.0
196,2020-04-08,36005,36005-2020-04-08,152,153,-0.0,1463.0,1514.0,822.0,1012.0,1452.0,1289.0
195,2020-04-08,36047,36047-2020-04-08,250,238,5.0,1397.0,1461.0,1144.0,920.0,1440.0,1610.0
197,2020-04-08,36061,36061-2020-04-08,90,94,3.0,605.0,721.0,356.0,385.0,671.0,652.0
198,2020-04-08,36081,36081-2020-04-08,247,233,4.0,1949.0,1927.0,1136.0,1203.0,1762.0,1826.0
199,2020-04-08,36085,36085-2020-04-08,43,33,-0.0,630.0,730.0,323.0,345.0,345.0,369.0
201,2020-04-09,36005,36005-2020-04-09,147,153,1.0,1304.0,1463.0,1514.0,822.0,1012.0,1452.0
200,2020-04-09,36047,36047-2020-04-09,262,243,5.0,1305.0,1397.0,1461.0,1144.0,920.0,1440.0
202,2020-04-09,36061,36061-2020-04-09,95,97,3.0,546.0,605.0,721.0,356.0,385.0,671.0
203,2020-04-09,36081,36081-2020-04-09,229,237,2.0,1857.0,1949.0,1927.0,1136.0,1203.0,1762.0
204,2020-04-09,36085,36085-2020-04-09,34,33,-2.0,562.0,630.0,730.0,323.0,345.0,345.0
206,2020-04-10,36005,36005-2020-04-10,159,154,4.0,1285.0,1304.0,1463.0,1514.0,822.0,1012.0
205,2020-04-10,36047,36047-2020-04-10,241,248,-2.0,1369.0,1305.0,1397.0,1461.0,1144.0,920.0
207,2020-04-10,36061,36061-2020-04-10,95,100,-1.0,558.0,546.0,605.0,721.0,356.0,385.0
208,2020-04-10,36081,36081-2020-04-10,223,239,1.0,1560.0,1857.0,1949.0,1927.0,1136.0,1203.0
209,2020-04-10,36085,36085-2020-04-10,24,31,2.0,298.0,562.0,630.0,730.0,323.0,345.0
211,2020-04-11,36005,36005-2020-04-11,173,158,-2.0,1227.0,1285.0,1304.0,1463.0,1514.0,822.0
210,2020-04-11,36047,36047-2020-04-11,219,246,6.0,1145.0,1369.0,1305.0,1397.0,1461.0,1144.0
212,2020-04-11,36061,36061-2020-04-11,80,99,-3.0,495.0,558.0,546.0,605.0,721.0,356.0
213,2020-04-11,36081,36081-2020-04-11,225,240,-3.0,1342.0,1560.0,1857.0,1949.0,1927.0,1136.0
214,2020-04-11,36085,36085-2020-04-11,33,33,1.0,301.0,298.0,562.0,630.0,730.0,323.0
216,2020-04-12,36005,36005-2020-04-12,147,156,-0.0,998.0,1227.0,1285.0,1304.0,1463.0,1514.0
215,2020-04-12,36047,36047-2020-04-12,267,252,-2.0,1131.0,1145.0,1369.0,1305.0,1397.0,1461.0
217,2020-04-12,36061,36061-2020-04-12,88,96,-2.0,304.0,495.0,558.0,546.0,605.0,721.0
218,2020-04-12,36081,36081-2020-04-12,219,237,-4.0,987.0,1342.0,1560.0,1857.0,1949.0,1927.0
219,2020-04-12,36085,36085-2020-04-12,33,34,-0.0,311.0,301.0,298.0,562.0,630.0,730.0
221,2020-04-13,36005,36005-2020-04-13,156,156,-1.0,763.0,998.0,1227.0,1285.0,1304.0,1463.0
220,2020-04-13,36047,36047-2020-04-13,249,250,-9.0,703.0,1131.0,1145.0,1369.0,1305.0,1397.0
222,2020-04-13,36061,36061-2020-04-13,88,94,-6.0,252.0,304.0,495.0,558.0,546.0,605.0
223,2020-04-13,36081,36081-2020-04-13,242,233,-6.0,916.0,987.0,1342.0,1560.0,1857.0,1949.0
224,2020-04-13,36085,36085-2020-04-13,33,34,-1.0,253.0,311.0,301.0,298.0,562.0,630.0
226,2020-04-14,36005,36005-2020-04-14,150,155,-4.0,693.0,763.0,998.0,1227.0,1285.0,1304.0
225,2020-04-14,36047,36047-2020-04-14,200,241,-12.0,1066.0,703.0,1131.0,1145.0,1369.0,1305.0
227,2020-04-14,36061,36061-2020-04-14,79,88,-2.0,393.0,252.0,304.0,495.0,558.0,546.0
228,2020-04-14,36081,36081-2020-04-14,202,227,-10.0,974.0,916.0,987.0,1342.0,1560.0,1857.0
229,2020-04-14,36085,36085-2020-04-14,28,33,-2.0,185.0,253.0,311.0,301.0,298.0,562.0
231,2020-04-15,36005,36005-2020-04-15,128,151,-3.0,1076.0,693.0,763.0,998.0,1227.0,1285.0
230,2020-04-15,36047,36047-2020-04-15,164,229,-13.0,1038.0,1066.0,703.0,1131.0,1145.0,1369.0
232,2020-04-15,36061,36061-2020-04-15,78,86,-4.0,440.0,393.0,252.0,304.0,495.0,558.0
233,2020-04-15,36081,36081-2020-04-15,177,217,-7.0,1300.0,974.0,916.0,987.0,1342.0,1560.0
234,2020-04-15,36085,36085-2020-04-15,31,31,-3.0,290.0,185.0,253.0,311.0,301.0,298.0
236,2020-04-16,36005,36005-2020-04-16,121,148,-7.0,1068.0,1076.0,693.0,763.0,998.0,1227.0
235,2020-04-16,36047,36047-2020-04-16,169,216,-12.0,882.0,1038.0,1066.0,703.0,1131.0,1145.0
237,2020-04-16,36061,36061-2020-04-16,69,82,-6.0,429.0,440.0,393.0,252.0,304.0,495.0
238,2020-04-16,36081,36081-2020-04-16,179,210,-11.0,1180.0,1300.0,974.0,916.0,987.0,1342.0
239,2020-04-16,36085,36085-2020-04-16,17,28,-0.0,317.0,290.0,185.0,253.0,311.0,301.0
241,2020-04-17,36005,36005-2020-04-17,111,141,-13.0,940.0,1068.0,1076.0,693.0,763.0,998.0
240,2020-04-17,36047,36047-2020-04-17,157,204,-10.0,885.0,882.0,1038.0,1066.0,703.0,1131.0
242,2020-04-17,36061,36061-2020-04-17,51,76,-1.0,355.0,429.0,440.0,393.0,252.0,304.0
243,2020-04-17,36081,36081-2020-04-17,151,199,-6.0,1139.0,1180.0,1300.0,974.0,916.0,987.0
244,2020-04-17,36085,36085-2020-04-17,19,28,-1.0,211.0,317.0,290.0,185.0,253.0,311.0
