CASE_COUNT,CASE_COUNT_7DAY_AVG,CASE_COUNT_PREV_0,CASE_COUNT_PREV_1,CASE_COUNT_PREV_2,CASE_COUNT_PREV_3,CASE_COUNT_PREV_4,CASE_COUNT_PREV_5,DEATH_COUNT,DEATH_COUNT_7DAY_AVG,DEATH_COUNT_PREV_0,DEATH_COUNT_PREV_1,DEATH_COUNT_PREV_2,DEATH_COUNT_PREV_3,DEATH_COUNT_PREV_4,DEATH_COUNT_PREV_5,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.0,-15.0,8.0,4.0,-1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,-5.0,3.0,6.0,-1.0
1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,-1.0,6.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,-1.0,5.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-8.0,-3.0,7.0,-1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,-6.0,3.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,2.0,0.0
0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,-7.0,-3.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14.0,-4.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,4.0,3.0,-1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,-7.0,8.0,6.0,-1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,22.0,2.0,6.0,0.0
0,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,17.0,-3.0,4.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,25.0,-4.0,6.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,20.0,1.0,5.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,6.0,4.0,4.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,2.0,4.0,0.0
0,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,-1.0,3.0,0.0
1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,-3.0,4.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,2.0,5.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,16.0,2.0,2.0,-1.0
1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,19.0,2.0,2.0,0.0
2,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,13.0,-3.0,2.0,0.0
2,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,28.0,-4.0,2.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,3.0,3.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,18.0,2.0,3.0,-1.0
3,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,24.0,1.0,4.0,-1.0
0,0.42857142857142855,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,14.0,-2.0,2.0,0.0
0,0.42857142857142855,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,31.0,-2.0,3.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,12.0,3.0,3.0,-1.0
2,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,4.0,-4.0,2.0,1.0
1,0.7142857142857143,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,-13.0,-2.0,4.0,2.0
3,0.8571428571428571,0.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-3.0,-18.0,-4.0,-1.0,3.0
1,0.5714285714285714,0.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-10.0,-5.0,4.0,1.0
1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-4.0,-10.0,-3.0,2.0,1.0
0,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,20.0,9.0,6.0,-1.0
2,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,30.0,7.0,6.0,0.0
1,0.8571428571428571,3.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,-2.0,7.0,0.0
3,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,27.0,-2.0,6.0,0.0
1,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,26.0,3.0,7.0,0.0
3,0.7142857142857143,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,41.0,4.0,0.0,-1.0
5,1.7142857142857142,2.0,1.0,3.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,58.0,3.0,2.0,0.0
6,1.7142857142857142,1.0,3.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,3.0,11.0,-4.0,0.0,0.0
6,1.8571428571428572,3.0,1.0,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,85.0,-7.0,0.0,0.0
1,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,62.0,4.0,1.0,0.0
4,1.2857142857142858,3.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,33.0,3.0,4.0,0.0
16,4.0,5.0,2.0,1.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,70.0,0.0,2.0,1.0
24,5.142857142857143,6.0,1.0,3.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,-7.0,-3.0,2.0
10,3.2857142857142856,6.0,3.0,1.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,84.0,-7.0,4.0,0.0
3,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,49.0,4.0,3.0,0.0
8,2.4285714285714284,4.0,3.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,9.0,0.0,1.0,1.0
11,5.571428571428571,16.0,5.0,2.0,1.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,28.0,-4.0,-6.0,2.0
24,8.571428571428571,24.0,6.0,1.0,3.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,7.0,12.0,-11.0,-7.0,4.0
24,6.571428571428571,10.0,6.0,3.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,33.0,-10.0,0.0,2.0
2,1.1428571428571428,3.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,2.0,1.0,1.0
19,5.142857142857143,8.0,4.0,3.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,14.0,-2.0,0.0,1.0
31,9.857142857142858,11.0,16.0,5.0,2.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,32.0,-6.0,-4.0,2.0
62,17.142857142857142,24.0,24.0,6.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,7.0,9.0,-15.0,-12.0,5.0
40,12.0,24.0,10.0,6.0,3.0,1.0,0.0,1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,38.0,-10.0,-1.0,2.0
3,1.5714285714285714,2.0,3.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,14.0,-4.0,1.0,1.0
29,9.285714285714286,19.0,8.0,4.0,3.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,2.0,-7.0,-3.0,2.0
96,23.142857142857142,31.0,11.0,16.0,5.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,3.0,-11.0,-7.0,4.0
137,36.714285714285715,62.0,24.0,24.0,6.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,20.0,-4.0,-20.0,-18.0,8.0
80,23.428571428571427,40.0,24.0,10.0,6.0,3.0,1.0,0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,12.0,-14.0,-5.0,4.0
13,3.4285714285714284,3.0,2.0,3.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,1.0,-9.0,-3.0,3.0
79,20.285714285714285,29.0,19.0,8.0,4.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,28.0,7.0,-13.0,-6.0,4.0
166,46.714285714285715,96.0,31.0,11.0,16.0,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,32.0,20.0,-15.0,-11.0,6.0
182,62.285714285714285,137.0,62.0,24.0,24.0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,12.0,-18.0,-30.0,-26.0,10.0
166,47.0,80.0,40.0,24.0,10.0,6.0,3.0,0,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,36.0,30.0,-18.0,-8.0,6.0
26,7.0,13.0,3.0,2.0,3.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,24.0,11.0,-16.0,-9.0,6.0
86,32.57142857142857,79.0,29.0,19.0,8.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,21.0,-4.0,-2.0,3.0
163,69.71428571428571,166.0,96.0,31.0,11.0,16.0,5.0,1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,25.0,53.0,-16.0,-4.0,4.0
176,87.28571428571429,182.0,137.0,62.0,24.0,24.0,6.0,1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,7.0,-14.0,-35.0,-9.0,5.0
194,74.28571428571429,166.0,80.0,40.0,24.0,10.0,6.0,1,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,26.0,67.0,-20.0,-3.0,4.0
23,10.142857142857142,26.0,13.0,3.0,2.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,15.0,30.0,-13.0,-1.0,4.0
119,49.142857142857146,86.0,79.0,29.0,19.0,8.0,4.0,1,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,17.0,21.0,-14.0,-10.0,4.0
432,130.71428571428572,163.0,166.0,96.0,31.0,11.0,16.0,0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,15.0,35.0,-22.0,-9.0,5.0
205,115.71428571428571,176.0,182.0,137.0,62.0,24.0,24.0,2,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,-46.0,-2.0,-28.0,-42.0,-17.0,7.0
231,106.42857142857143,194.0,166.0,80.0,40.0,24.0,10.0,1,0.42857142857142855,1.0,0.0,0.0,1.0,0.0,0.0,-13.0,17.0,69.0,-27.0,-10.0,5.0
47,16.714285714285715,23.0,26.0,13.0,3.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,8.0,42.0,-18.0,-6.0,5.0
305,92.14285714285714,119.0,86.0,79.0,29.0,19.0,8.0,3,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,-10.0,24.0,-19.0,-27.0,-23.0,10.0
740,234.14285714285714,432.0,163.0,166.0,96.0,31.0,11.0,2,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,-16.0,24.0,-12.0,-33.0,-32.0,14.0
