CASE_DELTA
17.57142857142867
-0.7142857142857792
-7.285714285714221
8.714285714285552
13.285714285714278
28.42857142857133
-41.85714285714289
-11.571428571428669
9.71428571428578
47.428571428571445
25.85714285714289
-16.42857142857133
-1.5714285714285552
19.71428571428578
56.14285714285717
9.14285714285711
-40.71428571428578
-3.857142857142776
10.85714285714289
42.571428571428555
-0.5714285714284415
-34.42857142857133
-13.428571428571445
-38.0
-10.142857142857167
-32.14285714285734
-42.14285714285711
-25.142857142857224
-60.0
-6.285714285714278
-2.0
30.14285714285711
-11.571428571428555
-30.85714285714289
-4.857142857142833
-8.428571428571331
-63.0
-14.857142857142833
-31.42857142857156
-10.0
-117.28571428571422
-56.42857142857156
-46.85714285714283
-136.1428571428571
-77.85714285714289
-55.28571428571445
-51.28571428571422
-23.571428571428612
-92.71428571428555
-48.571428571428555
-33.714285714285666
-60.42857142857133
-16.714285714285666
-96.71428571428578
-35.0
-49.28571428571422
-69.14285714285722
-29.0
-60.14285714285711
-12.428571428571445
-44.428571428571445
-26.14285714285711
-23.571428571428612
-34.71428571428578
-3.1428571428571104
-63.714285714285666
-79.42857142857144
-16.714285714285722
-40.28571428571422
-22.571428571428584
-33.0
-9.714285714285666
-10.857142857142833
-7.14285714285711
-17.0
41.14285714285711
-11.85714285714289
-1.7142857142857224
35.57142857142844
5.571428571428584
-62.14285714285711
-20.285714285714334
-9.857142857142833
-51.857142857142776
-10.571428571428584
-20.142857142857224
-4.0
-6.714285714285722
-10.142857142857224
-20.571428571428555
-29.28571428571422
-14.14285714285711
6.428571428571445
-49.428571428571445
-12.0
-48.142857142857224
-47.428571428571445
11.14285714285711
-46.28571428571422
-19.428571428571445
-19.14285714285711
-24.428571428571445
-6.0
-23.571428571428555
-9.285714285714278
-48.0
-43.28571428571422
-11.14285714285711
-76.42857142857144
-12.571428571428584
-61.428571428571445
-53.71428571428578
-11.285714285714334
-71.42857142857144
-16.714285714285694
3.8571428571428896
-26.714285714285666
-6.857142857142833
-5.85714285714289
-12.285714285714292
-52.85714285714289
-24.428571428571445
-13.857142857142833
-59.714285714285666
-7.142857142857153
-36.14285714285711
-26.571428571428555
-26.142857142857167
-28.71428571428578
0.4285714285714306
-18.428571428571445
-19.0
-24.0
-22.0
-9.285714285714278
-22.14285714285711
-20.14285714285711
-1.0
-29.571428571428555
-3.857142857142861
-6.142857142857167
-12.428571428571445
0.7142857142857224
-11.428571428571445
-1.5714285714285694
-28.857142857142833
-20.85714285714289
-12.571428571428584
-40.857142857142776
-2.7142857142857224
-53.428571428571445
-39.571428571428555
-11.571428571428555
-62.00000000000006
-6.857142857142847
-39.71428571428572
-33.28571428571428
-17.142857142857167
-35.42857142857139
-9.0
-26.285714285714278
-28.142857142857167
-14.0
-33.428571428571445
-10.0
-28.571428571428555
-21.857142857142833
-20.14285714285714
-39.571428571428555
-5.142857142857146
-12.571428571428612
-20.571428571428612
-9.0
-11.0
-4.142857142857146
-11.14285714285711
-8.14285714285711
-1.1428571428571388
-23.714285714285722
-3.0
-17.571428571428584
-7.285714285714278
-3.142857142857139
-8.714285714285722
-8.714285714285715
8.714285714285722
-4.571428571428612
-11.285714285714278
-21.142857142857167
-4.142857142857139
25.99999999999997
-12.571428571428555
-1.285714285714306
-19.428571428571388
-1.8571428571428612
-6.0
-10.142857142857167
4.285714285714306
-3.7142857142857224
-2.5714285714285694
-9.857142857142833
-12.14285714285711
5.142857142857139
-11.285714285714278
-1.2857142857142847
-9.571428571428584
6.571428571428555
-3.428571428571445
-17.142857142857167
-1.0
-2.714285714285694
-7.14285714285711
-6.428571428571416
3.0
-0.5714285714285765
-5.571428571428584
-20.571428571428612
-9.142857142857139
-14.428571428571416
1.5714285714285765
-24.714285714285722
-10.571428571428555
0.2857142857142776
-3.857142857142861
-1.5714285714285765
-26.14285714285714
-5.571428571428555
1.142857142857153
-7.285714285714278
1.2857142857142918
-8.142857142857139
0.5714285714285552
-0.5714285714285836
-3.0
5.142857142857139
11.857142857142861
13.0
2.5714285714285836
-4.0
-0.1428571428571388
-2.5714285714285836
-3.142857142857167
-0.5714285714285836
0.2857142857142776
1.7142857142857082
6.428571428571445
3.2857142857143344
2.7142857142857224
2.142857142857139
0.7142857142857153
-12.0
-15.142857142857167
-8.42857142857143
-22.714285714285722
-3.142857142857139
14.428571428571416
-1.8571428571428612
-5.428571428571431
-2.571428571428555
2.2857142857142847
-13.428571428571416
-11.714285714285722
-8.142857142857139
-13.0
-1.8571428571428612
-11.428571428571445
-16.714285714285694
-6.857142857142861
-18.571428571428584
-6.857142857142854
-14.285714285714278
-27.0
-11.285714285714278
-3.571428571428555
-0.7142857142857153
-1.1428571428571388
-6.0
-1.2857142857142918
-4.0
-3.1428571428571423
-0.0
-0.0
-0.0
-0.0
-0.0
