CASE_DELTA
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
-0.0
0.14285714285714285
-0.0
-0.0
0.14285714285714285
0.2857142857142857
0.2857142857142857
-0.0
-0.0
0.42857142857142855
-0.0
-0.0
-0.0
0.2857142857142857
0.1428571428571429
0.42857142857142855
0.14285714285714285
0.14285714285714285
-0.0
0.2857142857142857
-0.0
0.4285714285714286
0.14285714285714285
0.4285714285714286
0.7142857142857142
0.8571428571428571
0.8571428571428572
0.14285714285714285
0.5714285714285715
2.2857142857142856
3.428571428571429
1.4285714285714284
0.42857142857142855
1.1428571428571426
1.5714285714285712
3.428571428571428
3.2857142857142856
0.2857142857142857
2.714285714285715
4.2857142857142865
8.571428571428571
5.428571428571429
0.4285714285714286
4.142857142857143
13.285714285714285
19.571428571428573
11.428571428571427
1.857142857142857
10.999999999999998
23.571428571428573
25.57142857142857
23.571428571428573
3.5714285714285716
12.285714285714285
22.999999999999993
25.000000000000007
27.285714285714292
3.1428571428571423
16.571428571428577
61.000000000000014
28.428571428571416
32.14285714285714
6.571428571428573
42.99999999999999
103.42857142857142
61.857142857142875
73.99999999999999
12.57142857142857
47.85714285714286
110.2857142857143
77.57142857142856
89.42857142857142
15.142857142857146
66.14285714285714
133.4285714285714
68.00000000000003
113.57142857142861
21.0
84.85714285714286
158.28571428571428
59.714285714285666
140.71428571428567
35.0
92.0
138.57142857142856
67.28571428571433
145.57142857142856
40.57142857142857
57.85714285714283
55.85714285714289
31.857142857142833
107.57142857142867
32.14285714285714
53.71428571428572
46.14285714285711
16.0
66.42857142857133
38.571428571428584
60.71428571428578
24.142857142857224
10.428571428571445
94.85714285714289
16.85714285714286
83.42857142857133
61.28571428571422
7.428571428571445
105.57142857142856
34.571428571428584
83.71428571428578
41.428571428571445
6.857142857142776
105.0
34.85714285714283
53.571428571428555
24.000000000000114
10.0
82.71428571428578
21.0
52.428571428571445
41.28571428571422
0.4285714285714448
55.85714285714289
8.857142857142833
38.571428571428555
44.14285714285711
-1.5714285714285552
36.28571428571422
2.428571428571445
29.14285714285711
56.28571428571422
12.85714285714289
54.14285714285711
-12.428571428571445
83.57142857142856
120.71428571428578
38.85714285714289
95.28571428571422
27.0
50.714285714285666
42.85714285714289
-0.4285714285714448
60.28571428571445
-16.14285714285711
24.57142857142867
47.85714285714289
-1.8571428571428896
30.14285714285711
-18.571428571428555
41.57142857142867
34.0
3.8571428571428896
26.0
-5.142857142857167
51.71428571428555
2.1428571428571104
2.1428571428571104
26.57142857142844
-3.857142857142833
35.85714285714289
8.14285714285711
-0.4285714285714448
0.2857142857144481
11.428571428571388
