i,S,I,R,rt
0.05852974908723694,57057.837403052625,0.2952518530688677,42941.86734509437,1.3
0.054750904732398666,57057.78265214789,0.27618979453404946,42941.941158057634,1.3
0.05121602611861183,57057.73143612177,0.2583583720191489,42942.01020550627,1.3
0.04790936346606227,57057.68352675831,0.24167814248042396,42942.07479509927,1.3
0.04481618364919421,57057.63871057466,0.22607479050951218,42942.135214634895,1.3
0.04192270458499695,57057.596787870076,0.2114787974671311,42942.191733332525,1.3
0.039216033853955425,57057.55757183622,0.1978251319543038,42942.24460303189,1.3
0.036684111280826055,57057.520887724946,0.18505296024655388,42942.29405931488,1.3
0.034315655219960016,57057.48657206973,0.17310537540487542,42942.34032255494,1.3
0.0321001123063295,57057.45447195742,0.16192914385998608,42942.38359889879,1.3
0.030027610448791146,57057.42444434697,0.1514744683437807,42942.424081184756,1.3
0.02808891485651191,57057.396355432116,0.14169476611434745,42942.461949801844,1.3
0.026275386902948866,57057.37008004521,0.13254646148870947,42942.497373493374,1.3
0.024578945644375714,57057.34550109957,0.12398879176090781,42942.53051010874,1.3
0.022992031821739516,57057.322509067744,0.11598362564242037,42942.56150730668,1.3
0.021507574185664315,57057.30100149356,0.1084952934174796,42942.59050321309,1.3
0.020118957994741112,57057.28088253556,0.10149042805785082,42942.617627036445,1.3
0.018819995546903077,57057.262062540016,0.09493781659029119,42942.64299964346,1.3
0.01760489861272221,57057.244457641405,0.0888082610554406,42942.666734097606,1.3
0.016468252647919502,57057.22798938876,0.08307444843949995,42942.68893616287,1.3
0.015404992670292127,57057.21258439609,0.07771082899991708,42942.70970477498,1.3
0.014410380693663244,57057.19817401539,0.07269350244360104,42942.72913248223,1.3
0.013479984618385404,57057.18469403077,0.06800011145108617,42942.74730585784,1.3
0.012609658484407728,57057.17208437229,0.06360974207272235,42942.7643058857,1.3
0.011795523998979032,57057.16028884829,0.05950283055352079,42942.780208321215,1.3
0.01103395325673035,57057.149254895034,0.05566107617187094,42942.795084028854,1.3
0.010321552575186195,57057.13893334246,0.05206735970408939,42942.8089992979,1.3
0.009655147373717771,57057.12927819508,0.048705667151784815,42942.82201613783,1.3
0.00903176802859541,57057.120246427054,0.045561018392434025,42942.83419255461,1.3
0.008448636641142045,57057.111797790414,0.042619400435467567,42942.84558280921,1.3
0.007903154660054128,57057.10389463575,0.0398677049866548,42942.85623765932,1.3
0.007392891302758816,57057.09650174445,0.037293670042749916,42942.86620458557,1.3
0.006915572724233543,57057.08958617172,0.03488582525629598,42942.875528003075,1.3
0.006469071885042039,57057.083117099835,0.03263344082726402,42942.88424945939,1.3
0.006051399073454029,57057.07706570076,0.030526479693902042,42942.8924078196,1.3
0.005660693039428435,57057.07140500772,0.028555552809854966,42942.900039439526,1.3
0.005295212700964432,57057.06610979502,0.026711877308355655,42942.90717832773,1.3
0.004953329385873642,57057.061156465636,0.024987237367140386,42942.91385629706,1.3
0.0046335195744111705,57057.05652294606,0.02337394759976646,42942.9201031064,1.3
0.004334358110433827,57057.05218858795,0.021864818810258674,42942.9259465933,1.3
0.004054511850840583,57057.048134076096,0.020453125958534588,42942.931412798,1.3
0.003792733725002395,57057.04434134237,0.019132578193903335,42942.936526079495,1.3
0.003547857177714664,57057.04079348519,0.017897290823142165,42942.94130922404,1.3
0.003318790970913895,57057.03747469422,0.01674175908827052,42942.94578354675,1.3
0.0031045143209981994,57057.0343701799,0.01566083363720109,42942.94996898652,1.3
0.0029040723500862193,57057.031466107546,0.014649697577987035,42942.953884194925,1.3
0.002716571830947539,57057.02874953572,0.013703845014437815,42942.95754661932,1.3
0.00254117720664587,57057.02620835851,0.01281906096747423,42942.96097258057,1.3
0.002377106867160099,57057.023831251645,0.011991402592765772,42942.96417734581,1.3
0.0022236296663931004,57057.02160762198,0.011217181610967429,42942.96717519646,1.3
0.0020800616640491627,57057.01952756032,0.010492947872274734,42942.96997949186,1.3
0.001945763077862669,57057.01758179724,0.00981547398206872,42942.972602728834,1.3
0.0018201354325978472,57057.01576166181,0.009181740919149386,42942.97505659733,1.3
0.0017026188931160556,57057.014059042915,0.008588924582478095,42942.97735203256,1.3
0.0015926897696271639,57057.012466353146,0.008034383206485734,42942.97949926371,1.3
0.0014898581840087236,57057.01097649496,0.007515645588873024,42942.98150785951,1.3
0.0013936658867942657,57057.00958282907,0.007030400078449034,42942.98338677091,1.3
0.0013036842151033636,57057.00827914486,0.006576484273940139,42942.98514437093,1.3
0.0012195121824140728,57057.00705963268,0.006151875387869178,42942.986788491995,1.3
0.0011407746916658047,57057.00591885798,0.0057546812325676875,42942.98832646084,1.3
0.0010671208637302054,57057.00485173712,0.005383131788155971,42942.989765131155,1.3
0.0009982224738016557,57057.003853514645,0.0050355713149186345,42942.9911109141,1.3
0.0009337724887398711,57057.00291974215,0.0047104509749288466,42942.99236980693,1.3
0.0008734836988469069,57057.00204625846,0.004406321930043542,42942.993547419675,1.3
0.0008170874379816456,57057.00122917102,0.004121828885514302,42942.99464900016,1.3
0.000764332386308472,57057.00046483864,0.003855704050444198,42942.99567945738,1.3
0.0007149834503450432,57056.99974985519,0.0036067614881781914,42942.99664338339,1.3
0.0006688207153185037,57056.999081034475,0.003373891831452147,42942.99754507376,1.3
0.0006256384651616933,57056.99845539601,0.0031560573387508038,42942.99838854672,1.3
0.0005852442657822991,57056.99787015175,0.002952287269845402,42942.999177561054,1.3
0.000547458107519847,57056.99732269364,0.0027616735599038985,42942.99991563287,1.3
0.0005121116029691693,57056.99681058204,0.0025833667728970932,42943.00060605126,1.3
0.0004790472365956975,57056.9963315348,0.002416572316268517,42943.00125189295,1.3
0.00044811766279871933,57056.995883417134,0.002260546900000107,42943.00185603603,1.3
0.0004191850492946268,57056.99546423209,0.0021145952242947073,42943.00242117276,1.3
0.0003921204628941273,57056.995072111626,0.001978066881115158,42943.002949821566,1.3
0.0003668032949363081,57056.99470530833,0.0018503534557726767,42943.00344433829,1.3
0.00034312072381915444,57056.99436218761,0.0017308858156486618,42943.00390692666,1.3
0.0003209672122314327,57056.994041220394,0.0016191315739679292,42943.00433964811,1.3
0.0003002440368454798,57056.99374097636,0.0015145927173214268,42943.004744431004,1.3
0.00028085884837509537,57056.99346011751,0.0014168033863661655,42943.00512307919,1.3
0.0002627252600380416,57056.99319739225,0.0013253277998126656,42943.005477280036,1.3
0.00024576246258923483,57056.992951629785,0.001239758312448734,42943.00580861198,1.3
0.00022989486420911355,57056.99272173492,0.0011597135985456641,42943.00611855156,1.3
0.00021505175364243016,57056.992506683164,0.0010848369525516782,42943.00640847996,1.3
0.00020116698508632083,57056.99230551618,0.0010147946995000797,42943.0066796892,1.3
0.0001881786834234276,57056.9921173375,0.0009492747080484874,42943.00693338787,1.3
0.0001760289684865088,57056.99194130853,0.0008879849995228744,42943.00717070655,1.3
0.00016466369712578337,57056.991776644834,0.0008306524467679392,42943.0073927028,1.3
0.0001540322219295867,57056.991622612615,0.0007770215570055411,42943.00760036591,1.3
0.00014408716552312737,57056.99147852545,0.0007268533332772832,42943.0077946213,1.3
0.00013478420943955426,57056.99134374124,0.0006799242093975166,42943.00797633463,1.3
0.00012608189662248118,57056.99121765934,0.0006360250536706186,42943.00814631568,1.3
0.00011794144667986135,57056.991099717896,0.0005949602369328254,42943.00830532194,1.3
0.00011032658306592738,57056.99098939131,0.0005565467607655465,42943.008454062,1.3
0.0001032033714210678,57056.990886187945,0.0005206134419952276,42943.00859319869,1.3
9.654006834923309e-05,57056.990789647876,0.00048700014984565375,42943.00872335205,1.3
9.030697995897695e-05,57056.990699340895,0.00045555709234321726,42943.00884510209,1.3
8.447632953774862e-05,57056.99061486457,0.00042614414879516157,42943.00895899137,1.3
7.902213376975119e-05,57056.99053584244,0.0003986302453661224,42943.0090655274,1.3
7.392008694575504e-05,57056.99046192235,0.0003728927709703468,42943.009165184965,1.3
6.914745264886835e-05,57056.9903927749,0.0003488170308766285,42943.00925840816,1.3
6.468296243358319e-05,57056.99032809193,0.00032629573559105453,42943.009345612416,1.3
6.050672104657843e-05,57056.99026758521,0.00030522852273986935,42943.00942718635,1.3
5.6600117766913944e-05,57056.990210985095,0.0002855215098218159,42943.00950349348,1.3
5.294574347051936e-05,57056.99015803935,0.00026708687583688125,42943.00957487385,1.3
4.9527313049390835e-05,57056.99010851204,0.00024984246992705176,42943.00964164557,1.3
4.632959283977053e-05,57056.99006218244,0.0002337114452850593,42943.00970410619,1.3
4.333833273590576e-05,57056.99001884411,0.00021862191669970023,42943.00976253405,1.3
4.054020268686493e-05,57056.98997830391,0.0002045066402116401,42943.00981718953,1.3
3.7922733293419496e-05,57056.98994038117,0.00019130271345214956,42943.00986831619,1.3
3.5474260240272494e-05,57056.98990490691,0.00017895129532938467,42943.00991614187,1.3
3.318387231600583e-05,57056.98987172304,0.00016739734381304434,42943.009960879695,1.3
3.104136278910619e-05,57056.98984068168,0.00015658937064888946,42943.01000272903,1.3
2.9037183923385375e-05,57056.9898116445,0.00014647921191005247,42943.010041876376,1.3
2.7162404430101135e-05,57056.989784482095,0.00013702181336264048,42943.010078496176,1.3
2.5408669667171018e-05,57056.989759073425,0.00012817502968915138,42943.01011275163,1.3
2.3768164408114242e-05,57056.98973530526,0.00011989943667497776,42943.010144795386,1.3
2.2233578014807542e-05,57056.98971307168,0.00011215815552104088,42943.01017477024,1.3
2.0798071858853652e-05,57056.98969227361,0.00010491668849963431,42943.01020280978,1.3
1.945524884638113e-05,57056.98967281836,9.814276522110687e-05,42943.010229038955,1.3
1.819912491046823e-05,57056.98965461923,9.180619882629838e-05,42943.01025357465,1.3
1.7024102344151578e-05,57056.98963759513,8.587875146387537e-05,42943.0102765262,1.3
1.5924944855182818e-05,57056.98962167018,8.033400845308935e-05,42943.01029799588,1.3
1.4896754231369023e-05,57056.98960677343,7.514726057118604e-05,42943.01031807939,1.3
1.3934948512509884e-05,57056.98959283848,7.029539394089941e-05,42943.0103368662,1.3
1.3035241571658732e-05,57056.98957980324,6.575678702733329e-05,42943.01035444005,1.3
1.2193624014714663e-05,57056.98956760961,6.151121428521464e-05,42943.010370879245,1.3
1.1406345313228097e-05,57056.98955620327,5.753975602713907e-05,42943.01038625705,1.3
1.0669897090797613e-05,57056.989545533375,5.382471411115192e-05,42943.010400641986,1.3
9.980997488576783e-06,57056.98953555238,5.0349533071940724e-05,42943.010414098164,1.3
9.336576540218427e-06,57056.9895262158,4.709872634417397e-05,42943.01042668555,1.3
8.733762491082327e-06,57056.98951748204,4.40578072492128e-05,42943.01043846023,1.3
8.169869000740134e-06,57056.989509312174,4.121322443764974e-05,42943.010449474685,1.3
7.642383171747706e-06,57056.98950166979,3.855230149998501e-05,42943.010459777994,1.3
7.148954351337023e-06,57056.989494520836,3.606318047632578e-05,42943.01046941607,1.3
6.68738365612437e-06,57056.98948783345,3.373476901336871e-05,42943.01047843186,1.3
6.255614173153372e-06,57056.98948157784,3.15566909331799e-05,42943.010486865554,1.3
5.851721793605507e-06,57056.98947572611,2.951923999349043e-05,42943.01049475473,1.3
5.473906638330055e-06,57056.98947025221,2.7613336633447878e-05,42943.01050213454,1.3
5.120485036982787e-06,57056.98946513172,2.5830487512068693e-05,42943.01050903787,1.3
4.789882025029789e-06,57056.98946034184,2.4162747659081307e-05,42943.010515495494,1.3
